id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jenis_kelamin,jumlah_kasus,satuan,tahun
510,32,JAWA BARAT,3216,KABUPATEN BEKASI,15-19,PEREMPUAN,2,ORANG,2020
511,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-24,LAKI-LAKI,38,ORANG,2020
512,32,JAWA BARAT,3216,KABUPATEN BEKASI,20-24,PEREMPUAN,8,ORANG,2020
513,32,JAWA BARAT,3216,KABUPATEN BEKASI,25-49,LAKI-LAKI,63,ORANG,2020
514,32,JAWA BARAT,3216,KABUPATEN BEKASI,25-49,PEREMPUAN,18,ORANG,2020
515,32,JAWA BARAT,3216,KABUPATEN BEKASI,≥50,LAKI-LAKI,3,ORANG,2020
516,32,JAWA BARAT,3216,KABUPATEN BEKASI,≥50,PEREMPUAN,1,ORANG,2020
517,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0-4,LAKI-LAKI,2,ORANG,2020
518,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0-4,PEREMPUAN,0,ORANG,2020
519,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5-14,LAKI-LAKI,0,ORANG,2020
520,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,5-14,PEREMPUAN,0,ORANG,2020
521,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,15-19,LAKI-LAKI,3,ORANG,2020
522,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,15-19,PEREMPUAN,0,ORANG,2020
523,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-24,LAKI-LAKI,14,ORANG,2020
524,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,20-24,PEREMPUAN,2,ORANG,2020
525,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,25-49,LAKI-LAKI,31,ORANG,2020
526,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,25-49,PEREMPUAN,11,ORANG,2020
527,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,≥50,LAKI-LAKI,3,ORANG,2020
528,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,≥50,PEREMPUAN,1,ORANG,2020
529,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0-4,LAKI-LAKI,0,ORANG,2020
530,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0-4,PEREMPUAN,0,ORANG,2020
531,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5-14,LAKI-LAKI,0,ORANG,2020
532,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,5-14,PEREMPUAN,0,ORANG,2020
533,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,15-19,LAKI-LAKI,1,ORANG,2020
534,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,15-19,PEREMPUAN,0,ORANG,2020
535,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-24,LAKI-LAKI,4,ORANG,2020
536,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,20-24,PEREMPUAN,1,ORANG,2020
537,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,25-49,LAKI-LAKI,6,ORANG,2020
538,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,25-49,PEREMPUAN,3,ORANG,2020
539,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,≥50,LAKI-LAKI,1,ORANG,2020
540,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,≥50,PEREMPUAN,0,ORANG,2020
541,32,JAWA BARAT,3271,KOTA BOGOR,0-4,LAKI-LAKI,5,ORANG,2020
542,32,JAWA BARAT,3271,KOTA BOGOR,0-4,PEREMPUAN,1,ORANG,2020
543,32,JAWA BARAT,3271,KOTA BOGOR,5-14,LAKI-LAKI,2,ORANG,2020
544,32,JAWA BARAT,3271,KOTA BOGOR,5-14,PEREMPUAN,4,ORANG,2020
545,32,JAWA BARAT,3271,KOTA BOGOR,15-19,LAKI-LAKI,7,ORANG,2020
546,32,JAWA BARAT,3271,KOTA BOGOR,15-19,PEREMPUAN,0,ORANG,2020
547,32,JAWA BARAT,3271,KOTA BOGOR,20-24,LAKI-LAKI,38,ORANG,2020
548,32,JAWA BARAT,3271,KOTA BOGOR,20-24,PEREMPUAN,15,ORANG,2020
549,32,JAWA BARAT,3271,KOTA BOGOR,25-49,LAKI-LAKI,192,ORANG,2020
550,32,JAWA BARAT,3271,KOTA BOGOR,25-49,PEREMPUAN,84,ORANG,2020
551,32,JAWA BARAT,3271,KOTA BOGOR,≥50,LAKI-LAKI,15,ORANG,2020
552,32,JAWA BARAT,3271,KOTA BOGOR,≥50,PEREMPUAN,1,ORANG,2020
553,32,JAWA BARAT,3272,KOTA SUKABUMI,0-4,LAKI-LAKI,0,ORANG,2020
554,32,JAWA BARAT,3272,KOTA SUKABUMI,0-4,PEREMPUAN,2,ORANG,2020
555,32,JAWA BARAT,3272,KOTA SUKABUMI,5-14,LAKI-LAKI,0,ORANG,2020
556,32,JAWA BARAT,3272,KOTA SUKABUMI,5-14,PEREMPUAN,0,ORANG,2020
557,32,JAWA BARAT,3272,KOTA SUKABUMI,15-19,LAKI-LAKI,0,ORANG,2020
558,32,JAWA BARAT,3272,KOTA SUKABUMI,15-19,PEREMPUAN,0,ORANG,2020
559,32,JAWA BARAT,3272,KOTA SUKABUMI,20-24,LAKI-LAKI,9,ORANG,2020
560,32,JAWA BARAT,3272,KOTA SUKABUMI,20-24,PEREMPUAN,0,ORANG,2020
561,32,JAWA BARAT,3272,KOTA SUKABUMI,25-49,LAKI-LAKI,14,ORANG,2020
562,32,JAWA BARAT,3272,KOTA SUKABUMI,25-49,PEREMPUAN,14,ORANG,2020
563,32,JAWA BARAT,3272,KOTA SUKABUMI,≥50,LAKI-LAKI,1,ORANG,2020
564,32,JAWA BARAT,3272,KOTA SUKABUMI,≥50,PEREMPUAN,1,ORANG,2020
565,32,JAWA BARAT,3273,KOTA BANDUNG,0-4,LAKI-LAKI,1,ORANG,2020
566,32,JAWA BARAT,3273,KOTA BANDUNG,0-4,PEREMPUAN,0,ORANG,2020
567,32,JAWA BARAT,3273,KOTA BANDUNG,5-14,LAKI-LAKI,0,ORANG,2020
568,32,JAWA BARAT,3273,KOTA BANDUNG,5-14,PEREMPUAN,0,ORANG,2020
569,32,JAWA BARAT,3273,KOTA BANDUNG,15-19,LAKI-LAKI,3,ORANG,2020
570,32,JAWA BARAT,3273,KOTA BANDUNG,15-19,PEREMPUAN,1,ORANG,2020
571,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,LAKI-LAKI,20,ORANG,2020
572,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,PEREMPUAN,3,ORANG,2020
573,32,JAWA BARAT,3273,KOTA BANDUNG,25-49,LAKI-LAKI,40,ORANG,2020
574,32,JAWA BARAT,3273,KOTA BANDUNG,25-49,PEREMPUAN,11,ORANG,2020
575,32,JAWA BARAT,3273,KOTA BANDUNG,≥50,LAKI-LAKI,2,ORANG,2020
576,32,JAWA BARAT,3273,KOTA BANDUNG,≥50,PEREMPUAN,1,ORANG,2020
577,32,JAWA BARAT,3274,KOTA CIREBON,0-4,LAKI-LAKI,233,ORANG,2020
578,32,JAWA BARAT,3274,KOTA CIREBON,0-4,PEREMPUAN,109,ORANG,2020
579,32,JAWA BARAT,3274,KOTA CIREBON,5-14,LAKI-LAKI,0,ORANG,2020
580,32,JAWA BARAT,3274,KOTA CIREBON,5-14,PEREMPUAN,0,ORANG,2020
581,32,JAWA BARAT,3274,KOTA CIREBON,15-19,LAKI-LAKI,0,ORANG,2020
582,32,JAWA BARAT,3274,KOTA CIREBON,15-19,PEREMPUAN,0,ORANG,2020
583,32,JAWA BARAT,3274,KOTA CIREBON,20-24,LAKI-LAKI,0,ORANG,2020
584,32,JAWA BARAT,3274,KOTA CIREBON,20-24,PEREMPUAN,0,ORANG,2020
585,32,JAWA BARAT,3274,KOTA CIREBON,25-49,LAKI-LAKI,0,ORANG,2020
586,32,JAWA BARAT,3274,KOTA CIREBON,25-49,PEREMPUAN,0,ORANG,2020
587,32,JAWA BARAT,3274,KOTA CIREBON,≥50,LAKI-LAKI,0,ORANG,2020
588,32,JAWA BARAT,3274,KOTA CIREBON,≥50,PEREMPUAN,0,ORANG,2020
589,32,JAWA BARAT,3275,KOTA BEKASI,0-4,LAKI-LAKI,2,ORANG,2020
590,32,JAWA BARAT,3275,KOTA BEKASI,0-4,PEREMPUAN,1,ORANG,2020
591,32,JAWA BARAT,3275,KOTA BEKASI,5-14,LAKI-LAKI,1,ORANG,2020
592,32,JAWA BARAT,3275,KOTA BEKASI,5-14,PEREMPUAN,2,ORANG,2020
593,32,JAWA BARAT,3275,KOTA BEKASI,15-19,LAKI-LAKI,4,ORANG,2020
594,32,JAWA BARAT,3275,KOTA BEKASI,15-19,PEREMPUAN,1,ORANG,2020
595,32,JAWA BARAT,3275,KOTA BEKASI,20-24,LAKI-LAKI,49,ORANG,2020
596,32,JAWA BARAT,3275,KOTA BEKASI,20-24,PEREMPUAN,15,ORANG,2020
597,32,JAWA BARAT,3275,KOTA BEKASI,25-49,LAKI-LAKI,167,ORANG,2020
598,32,JAWA BARAT,3275,KOTA BEKASI,25-49,PEREMPUAN,61,ORANG,2020
599,32,JAWA BARAT,3275,KOTA BEKASI,≥50,LAKI-LAKI,14,ORANG,2020
600,32,JAWA BARAT,3275,KOTA BEKASI,≥50,PEREMPUAN,5,ORANG,2020
601,32,JAWA BARAT,3276,KOTA DEPOK,0-4,LAKI-LAKI,1,ORANG,2020
602,32,JAWA BARAT,3276,KOTA DEPOK,0-4,PEREMPUAN,0,ORANG,2020
603,32,JAWA BARAT,3276,KOTA DEPOK,5-14,LAKI-LAKI,0,ORANG,2020
604,32,JAWA BARAT,3276,KOTA DEPOK,5-14,PEREMPUAN,0,ORANG,2020
605,32,JAWA BARAT,3276,KOTA DEPOK,15-19,LAKI-LAKI,5,ORANG,2020
606,32,JAWA BARAT,3276,KOTA DEPOK,15-19,PEREMPUAN,3,ORANG,2020
607,32,JAWA BARAT,3276,KOTA DEPOK,20-24,LAKI-LAKI,33,ORANG,2020
608,32,JAWA BARAT,3276,KOTA DEPOK,20-24,PEREMPUAN,2,ORANG,2020
609,32,JAWA BARAT,3276,KOTA DEPOK,25-49,LAKI-LAKI,105,ORANG,2020
610,32,JAWA BARAT,3276,KOTA DEPOK,25-49,PEREMPUAN,56,ORANG,2020
611,32,JAWA BARAT,3276,KOTA DEPOK,≥50,LAKI-LAKI,11,ORANG,2020
612,32,JAWA BARAT,3276,KOTA DEPOK,≥50,PEREMPUAN,4,ORANG,2020
613,32,JAWA BARAT,3277,KOTA CIMAHI,0-4,LAKI-LAKI,3,ORANG,2020
614,32,JAWA BARAT,3277,KOTA CIMAHI,0-4,PEREMPUAN,7,ORANG,2020
615,32,JAWA BARAT,3277,KOTA CIMAHI,5-14,LAKI-LAKI,1,ORANG,2020
616,32,JAWA BARAT,3277,KOTA CIMAHI,5-14,PEREMPUAN,4,ORANG,2020
617,32,JAWA BARAT,3277,KOTA CIMAHI,15-19,LAKI-LAKI,4,ORANG,2020
618,32,JAWA BARAT,3277,KOTA CIMAHI,15-19,PEREMPUAN,1,ORANG,2020
619,32,JAWA BARAT,3277,KOTA CIMAHI,20-24,LAKI-LAKI,116,ORANG,2020
620,32,JAWA BARAT,3277,KOTA CIMAHI,20-24,PEREMPUAN,32,ORANG,2020
621,32,JAWA BARAT,3277,KOTA CIMAHI,25-49,LAKI-LAKI,128,ORANG,2020
622,32,JAWA BARAT,3277,KOTA CIMAHI,25-49,PEREMPUAN,42,ORANG,2020
623,32,JAWA BARAT,3277,KOTA CIMAHI,≥50,LAKI-LAKI,19,ORANG,2020
624,32,JAWA BARAT,3277,KOTA CIMAHI,≥50,PEREMPUAN,4,ORANG,2020
625,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0-4,LAKI-LAKI,0,ORANG,2020
626,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0-4,PEREMPUAN,0,ORANG,2020
627,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5-14,LAKI-LAKI,0,ORANG,2020
628,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5-14,PEREMPUAN,0,ORANG,2020
629,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15-19,LAKI-LAKI,0,ORANG,2020
630,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15-19,PEREMPUAN,0,ORANG,2020
631,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-24,LAKI-LAKI,0,ORANG,2020
632,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-24,PEREMPUAN,0,ORANG,2020
633,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25-49,LAKI-LAKI,0,ORANG,2020
634,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25-49,PEREMPUAN,0,ORANG,2020
635,32,JAWA BARAT,3278,KOTA TASIKMALAYA,≥50,LAKI-LAKI,0,ORANG,2020
636,32,JAWA BARAT,3278,KOTA TASIKMALAYA,≥50,PEREMPUAN,0,ORANG,2020
637,32,JAWA BARAT,3279,KOTA BANJAR,0-4,LAKI-LAKI,0,ORANG,2020
638,32,JAWA BARAT,3279,KOTA BANJAR,0-4,PEREMPUAN,0,ORANG,2020
639,32,JAWA BARAT,3279,KOTA BANJAR,5-14,LAKI-LAKI,0,ORANG,2020
640,32,JAWA BARAT,3279,KOTA BANJAR,5-14,PEREMPUAN,0,ORANG,2020
641,32,JAWA BARAT,3279,KOTA BANJAR,15-19,LAKI-LAKI,0,ORANG,2020
642,32,JAWA BARAT,3279,KOTA BANJAR,15-19,PEREMPUAN,0,ORANG,2020
643,32,JAWA BARAT,3279,KOTA BANJAR,20-24,LAKI-LAKI,0,ORANG,2020
644,32,JAWA BARAT,3279,KOTA BANJAR,20-24,PEREMPUAN,0,ORANG,2020
645,32,JAWA BARAT,3279,KOTA BANJAR,25-49,LAKI-LAKI,0,ORANG,2020
646,32,JAWA BARAT,3279,KOTA BANJAR,25-49,PEREMPUAN,0,ORANG,2020
647,32,JAWA BARAT,3279,KOTA BANJAR,≥50,LAKI-LAKI,0,ORANG,2020
648,32,JAWA BARAT,3279,KOTA BANJAR,≥50,PEREMPUAN,0,ORANG,2020
649,32,JAWA BARAT,3201,KABUPATEN BOGOR,0-4,LAKI-LAKI,7,ORANG,2021
650,32,JAWA BARAT,3201,KABUPATEN BOGOR,0-4,PEREMPUAN,3,ORANG,2021
651,32,JAWA BARAT,3201,KABUPATEN BOGOR,5-14,LAKI-LAKI,3,ORANG,2021
652,32,JAWA BARAT,3201,KABUPATEN BOGOR,5-14,PEREMPUAN,2,ORANG,2021
653,32,JAWA BARAT,3201,KABUPATEN BOGOR,15-19,LAKI-LAKI,8,ORANG,2021
654,32,JAWA BARAT,3201,KABUPATEN BOGOR,15-19,PEREMPUAN,6,ORANG,2021
655,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-24,LAKI-LAKI,48,ORANG,2021
656,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-24,PEREMPUAN,23,ORANG,2021
657,32,JAWA BARAT,3201,KABUPATEN BOGOR,25-49,LAKI-LAKI,199,ORANG,2021
658,32,JAWA BARAT,3201,KABUPATEN BOGOR,25-49,PEREMPUAN,95,ORANG,2021
659,32,JAWA BARAT,3201,KABUPATEN BOGOR,≥50,LAKI-LAKI,26,ORANG,2021
660,32,JAWA BARAT,3201,KABUPATEN BOGOR,≥50,PEREMPUAN,10,ORANG,2021
661,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0-4,LAKI-LAKI,2,ORANG,2021
662,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0-4,PEREMPUAN,1,ORANG,2021
663,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,5-14,LAKI-LAKI,0,ORANG,2021
664,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,5-14,PEREMPUAN,1,ORANG,2021
665,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15-19,LAKI-LAKI,2,ORANG,2021
666,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15-19,PEREMPUAN,2,ORANG,2021
667,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-24,LAKI-LAKI,19,ORANG,2021
668,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-24,PEREMPUAN,5,ORANG,2021
669,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25-49,LAKI-LAKI,60,ORANG,2021
670,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25-49,PEREMPUAN,23,ORANG,2021
671,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,≥50,LAKI-LAKI,2,ORANG,2021
672,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,≥50,PEREMPUAN,0,ORANG,2021
673,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0-4,LAKI-LAKI,4,ORANG,2021
674,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0-4,PEREMPUAN,1,ORANG,2021
675,32,JAWA BARAT,3203,KABUPATEN CIANJUR,5-14,LAKI-LAKI,0,ORANG,2021
676,32,JAWA BARAT,3203,KABUPATEN CIANJUR,5-14,PEREMPUAN,0,ORANG,2021
677,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15-19,LAKI-LAKI,1,ORANG,2021
678,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15-19,PEREMPUAN,1,ORANG,2021
679,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-24,LAKI-LAKI,13,ORANG,2021
680,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-24,PEREMPUAN,11,ORANG,2021
681,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25-49,LAKI-LAKI,52,ORANG,2021
682,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25-49,PEREMPUAN,26,ORANG,2021
683,32,JAWA BARAT,3203,KABUPATEN CIANJUR,≥50,LAKI-LAKI,1,ORANG,2021
684,32,JAWA BARAT,3203,KABUPATEN CIANJUR,≥50,PEREMPUAN,1,ORANG,2021
685,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0-4,LAKI-LAKI,4,ORANG,2021
686,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0-4,PEREMPUAN,4,ORANG,2021
687,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5-14,LAKI-LAKI,0,ORANG,2021
688,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5-14,PEREMPUAN,0,ORANG,2021
689,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15-19,LAKI-LAKI,9,ORANG,2021
690,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15-19,PEREMPUAN,1,ORANG,2021
691,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-24,LAKI-LAKI,36,ORANG,2021
692,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-24,PEREMPUAN,12,ORANG,2021
693,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25-49,LAKI-LAKI,118,ORANG,2021
694,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25-49,PEREMPUAN,35,ORANG,2021
695,32,JAWA BARAT,3204,KABUPATEN BANDUNG,≥50,LAKI-LAKI,5,ORANG,2021
696,32,JAWA BARAT,3204,KABUPATEN BANDUNG,≥50,PEREMPUAN,1,ORANG,2021
697,32,JAWA BARAT,3205,KABUPATEN GARUT,0-4,LAKI-LAKI,2,ORANG,2021
698,32,JAWA BARAT,3205,KABUPATEN GARUT,0-4,PEREMPUAN,1,ORANG,2021
699,32,JAWA BARAT,3205,KABUPATEN GARUT,5-14,LAKI-LAKI,0,ORANG,2021
700,32,JAWA BARAT,3205,KABUPATEN GARUT,5-14,PEREMPUAN,1,ORANG,2021
701,32,JAWA BARAT,3205,KABUPATEN GARUT,15-19,LAKI-LAKI,2,ORANG,2021
702,32,JAWA BARAT,3205,KABUPATEN GARUT,15-19,PEREMPUAN,1,ORANG,2021
703,32,JAWA BARAT,3205,KABUPATEN GARUT,20-24,LAKI-LAKI,30,ORANG,2021
704,32,JAWA BARAT,3205,KABUPATEN GARUT,20-24,PEREMPUAN,4,ORANG,2021
705,32,JAWA BARAT,3205,KABUPATEN GARUT,25-49,LAKI-LAKI,109,ORANG,2021
706,32,JAWA BARAT,3205,KABUPATEN GARUT,25-49,PEREMPUAN,17,ORANG,2021
707,32,JAWA BARAT,3205,KABUPATEN GARUT,≥50,LAKI-LAKI,3,ORANG,2021
708,32,JAWA BARAT,3205,KABUPATEN GARUT,≥50,PEREMPUAN,2,ORANG,2021
709,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0-4,LAKI-LAKI,0,ORANG,2021
710,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0-4,PEREMPUAN,0,ORANG,2021
711,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5-14,LAKI-LAKI,0,ORANG,2021
712,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5-14,PEREMPUAN,0,ORANG,2021
713,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,15-19,LAKI-LAKI,0,ORANG,2021
714,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,15-19,PEREMPUAN,1,ORANG,2021
715,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-24,LAKI-LAKI,8,ORANG,2021
716,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-24,PEREMPUAN,5,ORANG,2021
717,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,25-49,LAKI-LAKI,39,ORANG,2021
718,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,25-49,PEREMPUAN,14,ORANG,2021
719,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,≥50,LAKI-LAKI,1,ORANG,2021
720,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,≥50,PEREMPUAN,0,ORANG,2021
721,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0-4,LAKI-LAKI,0,ORANG,2021
722,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0-4,PEREMPUAN,0,ORANG,2021
723,32,JAWA BARAT,3207,KABUPATEN CIAMIS,5-14,LAKI-LAKI,0,ORANG,2021
724,32,JAWA BARAT,3207,KABUPATEN CIAMIS,5-14,PEREMPUAN,0,ORANG,2021
725,32,JAWA BARAT,3207,KABUPATEN CIAMIS,15-19,LAKI-LAKI,4,ORANG,2021
726,32,JAWA BARAT,3207,KABUPATEN CIAMIS,15-19,PEREMPUAN,1,ORANG,2021
727,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-24,LAKI-LAKI,7,ORANG,2021
728,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-24,PEREMPUAN,4,ORANG,2021
729,32,JAWA BARAT,3207,KABUPATEN CIAMIS,25-49,LAKI-LAKI,18,ORANG,2021
730,32,JAWA BARAT,3207,KABUPATEN CIAMIS,25-49,PEREMPUAN,19,ORANG,2021
731,32,JAWA BARAT,3207,KABUPATEN CIAMIS,≥50,LAKI-LAKI,2,ORANG,2021
732,32,JAWA BARAT,3207,KABUPATEN CIAMIS,≥50,PEREMPUAN,3,ORANG,2021
733,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0-4,LAKI-LAKI,0,ORANG,2021
734,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0-4,PEREMPUAN,0,ORANG,2021
735,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,5-14,LAKI-LAKI,0,ORANG,2021
736,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,5-14,PEREMPUAN,0,ORANG,2021
737,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,15-19,LAKI-LAKI,9,ORANG,2021
738,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,15-19,PEREMPUAN,0,ORANG,2021
739,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-24,LAKI-LAKI,20,ORANG,2021
740,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-24,PEREMPUAN,6,ORANG,2021
741,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,25-49,LAKI-LAKI,59,ORANG,2021
742,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,25-49,PEREMPUAN,14,ORANG,2021
743,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,≥50,LAKI-LAKI,4,ORANG,2021
744,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,≥50,PEREMPUAN,1,ORANG,2021
745,32,JAWA BARAT,3209,KABUPATEN CIREBON,0-4,LAKI-LAKI,1,ORANG,2021
746,32,JAWA BARAT,3209,KABUPATEN CIREBON,0-4,PEREMPUAN,0,ORANG,2021
747,32,JAWA BARAT,3209,KABUPATEN CIREBON,5-14,LAKI-LAKI,0,ORANG,2021
748,32,JAWA BARAT,3209,KABUPATEN CIREBON,5-14,PEREMPUAN,1,ORANG,2021
749,32,JAWA BARAT,3209,KABUPATEN CIREBON,15-19,LAKI-LAKI,6,ORANG,2021
750,32,JAWA BARAT,3209,KABUPATEN CIREBON,15-19,PEREMPUAN,1,ORANG,2021
751,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-24,LAKI-LAKI,30,ORANG,2021
752,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-24,PEREMPUAN,5,ORANG,2021
753,32,JAWA BARAT,3209,KABUPATEN CIREBON,25-49,LAKI-LAKI,130,ORANG,2021
754,32,JAWA BARAT,3209,KABUPATEN CIREBON,25-49,PEREMPUAN,42,ORANG,2021
755,32,JAWA BARAT,3209,KABUPATEN CIREBON,≥50,LAKI-LAKI,14,ORANG,2021
756,32,JAWA BARAT,3209,KABUPATEN CIREBON,≥50,PEREMPUAN,2,ORANG,2021
757,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0-4,LAKI-LAKI,0,ORANG,2021
758,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0-4,PEREMPUAN,0,ORANG,2021
759,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5-14,LAKI-LAKI,1,ORANG,2021
760,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5-14,PEREMPUAN,0,ORANG,2021
761,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15-19,LAKI-LAKI,8,ORANG,2021
762,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15-19,PEREMPUAN,1,ORANG,2021
763,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-24,LAKI-LAKI,25,ORANG,2021
764,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-24,PEREMPUAN,4,ORANG,2021
765,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,25-49,LAKI-LAKI,59,ORANG,2021
766,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,25-49,PEREMPUAN,19,ORANG,2021
767,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,≥50,LAKI-LAKI,4,ORANG,2021
768,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,≥50,PEREMPUAN,2,ORANG,2021
769,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0-4,LAKI-LAKI,3,ORANG,2021
770,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0-4,PEREMPUAN,0,ORANG,2021
771,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,5-14,LAKI-LAKI,0,ORANG,2021
772,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,5-14,PEREMPUAN,1,ORANG,2021
773,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,15-19,LAKI-LAKI,5,ORANG,2021
