id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jenis_kelamin,jumlah_kasus,satuan,tahun
247,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,LAKI-LAKI,53,ORANG,2019
248,32,JAWA BARAT,3273,KOTA BANDUNG,20-24,PEREMPUAN,13,ORANG,2019
249,32,JAWA BARAT,3273,KOTA BANDUNG,25-49,LAKI-LAKI,194,ORANG,2019
250,32,JAWA BARAT,3273,KOTA BANDUNG,25-49,PEREMPUAN,55,ORANG,2019
251,32,JAWA BARAT,3273,KOTA BANDUNG,≥50,LAKI-LAKI,26,ORANG,2019
252,32,JAWA BARAT,3273,KOTA BANDUNG,≥50,PEREMPUAN,4,ORANG,2019
253,32,JAWA BARAT,3274,KOTA CIREBON,0-4,LAKI-LAKI,3,ORANG,2019
254,32,JAWA BARAT,3274,KOTA CIREBON,0-4,PEREMPUAN,0,ORANG,2019
255,32,JAWA BARAT,3274,KOTA CIREBON,5-14,LAKI-LAKI,2,ORANG,2019
256,32,JAWA BARAT,3274,KOTA CIREBON,5-14,PEREMPUAN,0,ORANG,2019
257,32,JAWA BARAT,3274,KOTA CIREBON,15-19,LAKI-LAKI,3,ORANG,2019
258,32,JAWA BARAT,3274,KOTA CIREBON,15-19,PEREMPUAN,0,ORANG,2019
259,32,JAWA BARAT,3274,KOTA CIREBON,20-24,LAKI-LAKI,26,ORANG,2019
260,32,JAWA BARAT,3274,KOTA CIREBON,20-24,PEREMPUAN,6,ORANG,2019
261,32,JAWA BARAT,3274,KOTA CIREBON,25-49,LAKI-LAKI,101,ORANG,2019
262,32,JAWA BARAT,3274,KOTA CIREBON,25-49,PEREMPUAN,44,ORANG,2019
263,32,JAWA BARAT,3274,KOTA CIREBON,≥50,LAKI-LAKI,3,ORANG,2019
264,32,JAWA BARAT,3274,KOTA CIREBON,≥50,PEREMPUAN,1,ORANG,2019
265,32,JAWA BARAT,3275,KOTA BEKASI,0-4,LAKI-LAKI,3,ORANG,2019
266,32,JAWA BARAT,3275,KOTA BEKASI,0-4,PEREMPUAN,1,ORANG,2019
267,32,JAWA BARAT,3275,KOTA BEKASI,5-14,LAKI-LAKI,0,ORANG,2019
268,32,JAWA BARAT,3275,KOTA BEKASI,5-14,PEREMPUAN,1,ORANG,2019
269,32,JAWA BARAT,3275,KOTA BEKASI,15-19,LAKI-LAKI,9,ORANG,2019
270,32,JAWA BARAT,3275,KOTA BEKASI,15-19,PEREMPUAN,2,ORANG,2019
271,32,JAWA BARAT,3275,KOTA BEKASI,20-24,LAKI-LAKI,45,ORANG,2019
272,32,JAWA BARAT,3275,KOTA BEKASI,20-24,PEREMPUAN,7,ORANG,2019
273,32,JAWA BARAT,3275,KOTA BEKASI,25-49,LAKI-LAKI,183,ORANG,2019
274,32,JAWA BARAT,3275,KOTA BEKASI,25-49,PEREMPUAN,68,ORANG,2019
275,32,JAWA BARAT,3275,KOTA BEKASI,≥50,LAKI-LAKI,10,ORANG,2019
276,32,JAWA BARAT,3275,KOTA BEKASI,≥50,PEREMPUAN,6,ORANG,2019
277,32,JAWA BARAT,3276,KOTA DEPOK,0-4,LAKI-LAKI,3,ORANG,2019
278,32,JAWA BARAT,3276,KOTA DEPOK,0-4,PEREMPUAN,0,ORANG,2019
279,32,JAWA BARAT,3276,KOTA DEPOK,5-14,LAKI-LAKI,1,ORANG,2019
280,32,JAWA BARAT,3276,KOTA DEPOK,5-14,PEREMPUAN,2,ORANG,2019
281,32,JAWA BARAT,3276,KOTA DEPOK,15-19,LAKI-LAKI,5,ORANG,2019
282,32,JAWA BARAT,3276,KOTA DEPOK,15-19,PEREMPUAN,4,ORANG,2019
283,32,JAWA BARAT,3276,KOTA DEPOK,20-24,LAKI-LAKI,42,ORANG,2019
284,32,JAWA BARAT,3276,KOTA DEPOK,20-24,PEREMPUAN,6,ORANG,2019
285,32,JAWA BARAT,3276,KOTA DEPOK,25-49,LAKI-LAKI,124,ORANG,2019
286,32,JAWA BARAT,3276,KOTA DEPOK,25-49,PEREMPUAN,45,ORANG,2019
287,32,JAWA BARAT,3276,KOTA DEPOK,≥50,LAKI-LAKI,13,ORANG,2019
288,32,JAWA BARAT,3276,KOTA DEPOK,≥50,PEREMPUAN,2,ORANG,2019
289,32,JAWA BARAT,3277,KOTA CIMAHI,0-4,LAKI-LAKI,0,ORANG,2019
290,32,JAWA BARAT,3277,KOTA CIMAHI,0-4,PEREMPUAN,0,ORANG,2019
291,32,JAWA BARAT,3277,KOTA CIMAHI,5-14,LAKI-LAKI,0,ORANG,2019
292,32,JAWA BARAT,3277,KOTA CIMAHI,5-14,PEREMPUAN,0,ORANG,2019
293,32,JAWA BARAT,3277,KOTA CIMAHI,15-19,LAKI-LAKI,0,ORANG,2019
294,32,JAWA BARAT,3277,KOTA CIMAHI,15-19,PEREMPUAN,0,ORANG,2019
295,32,JAWA BARAT,3277,KOTA CIMAHI,20-24,LAKI-LAKI,9,ORANG,2019
296,32,JAWA BARAT,3277,KOTA CIMAHI,20-24,PEREMPUAN,2,ORANG,2019
297,32,JAWA BARAT,3277,KOTA CIMAHI,25-49,LAKI-LAKI,27,ORANG,2019
298,32,JAWA BARAT,3277,KOTA CIMAHI,25-49,PEREMPUAN,4,ORANG,2019
299,32,JAWA BARAT,3277,KOTA CIMAHI,≥50,LAKI-LAKI,2,ORANG,2019
300,32,JAWA BARAT,3277,KOTA CIMAHI,≥50,PEREMPUAN,0,ORANG,2019
301,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0-4,LAKI-LAKI,1,ORANG,2019
302,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0-4,PEREMPUAN,0,ORANG,2019
303,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5-14,LAKI-LAKI,0,ORANG,2019
304,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5-14,PEREMPUAN,0,ORANG,2019
305,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15-19,LAKI-LAKI,1,ORANG,2019
306,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15-19,PEREMPUAN,1,ORANG,2019
307,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-24,LAKI-LAKI,24,ORANG,2019
308,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20-24,PEREMPUAN,6,ORANG,2019
309,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25-49,LAKI-LAKI,55,ORANG,2019
310,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25-49,PEREMPUAN,16,ORANG,2019
311,32,JAWA BARAT,3278,KOTA TASIKMALAYA,≥50,LAKI-LAKI,1,ORANG,2019
312,32,JAWA BARAT,3278,KOTA TASIKMALAYA,≥50,PEREMPUAN,0,ORANG,2019
313,32,JAWA BARAT,3279,KOTA BANJAR,0-4,LAKI-LAKI,2,ORANG,2019
314,32,JAWA BARAT,3279,KOTA BANJAR,0-4,PEREMPUAN,0,ORANG,2019
315,32,JAWA BARAT,3279,KOTA BANJAR,5-14,LAKI-LAKI,0,ORANG,2019
316,32,JAWA BARAT,3279,KOTA BANJAR,5-14,PEREMPUAN,0,ORANG,2019
317,32,JAWA BARAT,3279,KOTA BANJAR,15-19,LAKI-LAKI,3,ORANG,2019
318,32,JAWA BARAT,3279,KOTA BANJAR,15-19,PEREMPUAN,1,ORANG,2019
319,32,JAWA BARAT,3279,KOTA BANJAR,20-24,LAKI-LAKI,9,ORANG,2019
320,32,JAWA BARAT,3279,KOTA BANJAR,20-24,PEREMPUAN,1,ORANG,2019
321,32,JAWA BARAT,3279,KOTA BANJAR,25-49,LAKI-LAKI,23,ORANG,2019
322,32,JAWA BARAT,3279,KOTA BANJAR,25-49,PEREMPUAN,5,ORANG,2019
323,32,JAWA BARAT,3279,KOTA BANJAR,≥50,LAKI-LAKI,1,ORANG,2019
324,32,JAWA BARAT,3279,KOTA BANJAR,≥50,PEREMPUAN,2,ORANG,2019
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,0-4,LAKI-LAKI,7,ORANG,2020
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,0-4,PEREMPUAN,1,ORANG,2020
327,32,JAWA BARAT,3201,KABUPATEN BOGOR,5-14,LAKI-LAKI,0,ORANG,2020
328,32,JAWA BARAT,3201,KABUPATEN BOGOR,5-14,PEREMPUAN,1,ORANG,2020
329,32,JAWA BARAT,3201,KABUPATEN BOGOR,15-19,LAKI-LAKI,8,ORANG,2020
330,32,JAWA BARAT,3201,KABUPATEN BOGOR,15-19,PEREMPUAN,2,ORANG,2020
331,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-24,LAKI-LAKI,41,ORANG,2020
332,32,JAWA BARAT,3201,KABUPATEN BOGOR,20-24,PEREMPUAN,19,ORANG,2020
333,32,JAWA BARAT,3201,KABUPATEN BOGOR,25-49,LAKI-LAKI,229,ORANG,2020
334,32,JAWA BARAT,3201,KABUPATEN BOGOR,25-49,PEREMPUAN,99,ORANG,2020
335,32,JAWA BARAT,3201,KABUPATEN BOGOR,≥50,LAKI-LAKI,7,ORANG,2020
336,32,JAWA BARAT,3201,KABUPATEN BOGOR,≥50,PEREMPUAN,3,ORANG,2020
337,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0-4,LAKI-LAKI,2,ORANG,2020
338,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0-4,PEREMPUAN,1,ORANG,2020
339,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,5-14,LAKI-LAKI,1,ORANG,2020
340,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,5-14,PEREMPUAN,2,ORANG,2020
341,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15-19,LAKI-LAKI,6,ORANG,2020
342,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15-19,PEREMPUAN,2,ORANG,2020
343,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-24,LAKI-LAKI,16,ORANG,2020
344,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20-24,PEREMPUAN,5,ORANG,2020
345,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25-49,LAKI-LAKI,45,ORANG,2020
346,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25-49,PEREMPUAN,28,ORANG,2020
347,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,≥50,LAKI-LAKI,2,ORANG,2020
348,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,≥50,PEREMPUAN,0,ORANG,2020
349,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0-4,LAKI-LAKI,3,ORANG,2020
350,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0-4,PEREMPUAN,0,ORANG,2020
351,32,JAWA BARAT,3203,KABUPATEN CIANJUR,5-14,LAKI-LAKI,0,ORANG,2020
352,32,JAWA BARAT,3203,KABUPATEN CIANJUR,5-14,PEREMPUAN,1,ORANG,2020
353,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15-19,LAKI-LAKI,15,ORANG,2020
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15-19,PEREMPUAN,2,ORANG,2020
355,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-24,LAKI-LAKI,23,ORANG,2020
356,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20-24,PEREMPUAN,7,ORANG,2020
357,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25-49,LAKI-LAKI,92,ORANG,2020
358,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25-49,PEREMPUAN,44,ORANG,2020
359,32,JAWA BARAT,3203,KABUPATEN CIANJUR,≥50,LAKI-LAKI,2,ORANG,2020
360,32,JAWA BARAT,3203,KABUPATEN CIANJUR,≥50,PEREMPUAN,0,ORANG,2020
361,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0-4,LAKI-LAKI,1,ORANG,2020
362,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0-4,PEREMPUAN,2,ORANG,2020
363,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5-14,LAKI-LAKI,2,ORANG,2020
364,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5-14,PEREMPUAN,1,ORANG,2020
365,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15-19,LAKI-LAKI,8,ORANG,2020
366,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15-19,PEREMPUAN,3,ORANG,2020
367,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-24,LAKI-LAKI,32,ORANG,2020
368,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20-24,PEREMPUAN,5,ORANG,2020
369,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25-49,LAKI-LAKI,80,ORANG,2020
370,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25-49,PEREMPUAN,35,ORANG,2020
371,32,JAWA BARAT,3204,KABUPATEN BANDUNG,≥50,LAKI-LAKI,7,ORANG,2020
372,32,JAWA BARAT,3204,KABUPATEN BANDUNG,≥50,PEREMPUAN,0,ORANG,2020
373,32,JAWA BARAT,3205,KABUPATEN GARUT,0-4,LAKI-LAKI,0,ORANG,2020
374,32,JAWA BARAT,3205,KABUPATEN GARUT,0-4,PEREMPUAN,0,ORANG,2020
375,32,JAWA BARAT,3205,KABUPATEN GARUT,5-14,LAKI-LAKI,0,ORANG,2020
376,32,JAWA BARAT,3205,KABUPATEN GARUT,5-14,PEREMPUAN,0,ORANG,2020
377,32,JAWA BARAT,3205,KABUPATEN GARUT,15-19,LAKI-LAKI,0,ORANG,2020
378,32,JAWA BARAT,3205,KABUPATEN GARUT,15-19,PEREMPUAN,1,ORANG,2020
379,32,JAWA BARAT,3205,KABUPATEN GARUT,20-24,LAKI-LAKI,0,ORANG,2020
380,32,JAWA BARAT,3205,KABUPATEN GARUT,20-24,PEREMPUAN,0,ORANG,2020
381,32,JAWA BARAT,3205,KABUPATEN GARUT,25-49,LAKI-LAKI,0,ORANG,2020
382,32,JAWA BARAT,3205,KABUPATEN GARUT,25-49,PEREMPUAN,4,ORANG,2020
383,32,JAWA BARAT,3205,KABUPATEN GARUT,≥50,LAKI-LAKI,0,ORANG,2020
384,32,JAWA BARAT,3205,KABUPATEN GARUT,≥50,PEREMPUAN,0,ORANG,2020
385,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0-4,LAKI-LAKI,0,ORANG,2020
386,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0-4,PEREMPUAN,0,ORANG,2020
387,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5-14,LAKI-LAKI,0,ORANG,2020
388,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,5-14,PEREMPUAN,1,ORANG,2020
389,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,15-19,LAKI-LAKI,0,ORANG,2020
390,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,15-19,PEREMPUAN,0,ORANG,2020
391,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-24,LAKI-LAKI,8,ORANG,2020
392,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,20-24,PEREMPUAN,8,ORANG,2020
393,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,25-49,LAKI-LAKI,55,ORANG,2020
394,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,25-49,PEREMPUAN,20,ORANG,2020
395,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,≥50,LAKI-LAKI,1,ORANG,2020
396,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,≥50,PEREMPUAN,2,ORANG,2020
397,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0-4,LAKI-LAKI,0,ORANG,2020
398,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0-4,PEREMPUAN,0,ORANG,2020
399,32,JAWA BARAT,3207,KABUPATEN CIAMIS,5-14,LAKI-LAKI,0,ORANG,2020
400,32,JAWA BARAT,3207,KABUPATEN CIAMIS,5-14,PEREMPUAN,0,ORANG,2020
401,32,JAWA BARAT,3207,KABUPATEN CIAMIS,15-19,LAKI-LAKI,0,ORANG,2020
402,32,JAWA BARAT,3207,KABUPATEN CIAMIS,15-19,PEREMPUAN,0,ORANG,2020
403,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-24,LAKI-LAKI,0,ORANG,2020
404,32,JAWA BARAT,3207,KABUPATEN CIAMIS,20-24,PEREMPUAN,0,ORANG,2020
405,32,JAWA BARAT,3207,KABUPATEN CIAMIS,25-49,LAKI-LAKI,0,ORANG,2020
406,32,JAWA BARAT,3207,KABUPATEN CIAMIS,25-49,PEREMPUAN,0,ORANG,2020
407,32,JAWA BARAT,3207,KABUPATEN CIAMIS,≥50,LAKI-LAKI,0,ORANG,2020
408,32,JAWA BARAT,3207,KABUPATEN CIAMIS,≥50,PEREMPUAN,0,ORANG,2020
409,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0-4,LAKI-LAKI,0,ORANG,2020
410,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0-4,PEREMPUAN,0,ORANG,2020
411,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,5-14,LAKI-LAKI,2,ORANG,2020
412,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,5-14,PEREMPUAN,0,ORANG,2020
413,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,15-19,LAKI-LAKI,1,ORANG,2020
414,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,15-19,PEREMPUAN,0,ORANG,2020
415,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-24,LAKI-LAKI,6,ORANG,2020
416,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,20-24,PEREMPUAN,1,ORANG,2020
417,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,25-49,LAKI-LAKI,24,ORANG,2020
418,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,25-49,PEREMPUAN,11,ORANG,2020
419,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,≥50,LAKI-LAKI,3,ORANG,2020
420,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,≥50,PEREMPUAN,0,ORANG,2020
421,32,JAWA BARAT,3209,KABUPATEN CIREBON,0-4,LAKI-LAKI,1,ORANG,2020
422,32,JAWA BARAT,3209,KABUPATEN CIREBON,0-4,PEREMPUAN,0,ORANG,2020
423,32,JAWA BARAT,3209,KABUPATEN CIREBON,5-14,LAKI-LAKI,1,ORANG,2020
424,32,JAWA BARAT,3209,KABUPATEN CIREBON,5-14,PEREMPUAN,0,ORANG,2020
425,32,JAWA BARAT,3209,KABUPATEN CIREBON,15-19,LAKI-LAKI,2,ORANG,2020
426,32,JAWA BARAT,3209,KABUPATEN CIREBON,15-19,PEREMPUAN,1,ORANG,2020
427,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-24,LAKI-LAKI,25,ORANG,2020
428,32,JAWA BARAT,3209,KABUPATEN CIREBON,20-24,PEREMPUAN,7,ORANG,2020
429,32,JAWA BARAT,3209,KABUPATEN CIREBON,25-49,LAKI-LAKI,129,ORANG,2020
430,32,JAWA BARAT,3209,KABUPATEN CIREBON,25-49,PEREMPUAN,60,ORANG,2020
431,32,JAWA BARAT,3209,KABUPATEN CIREBON,≥50,LAKI-LAKI,16,ORANG,2020
432,32,JAWA BARAT,3209,KABUPATEN CIREBON,≥50,PEREMPUAN,9,ORANG,2020
433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0-4,LAKI-LAKI,0,ORANG,2020
434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0-4,PEREMPUAN,0,ORANG,2020
435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5-14,LAKI-LAKI,0,ORANG,2020
436,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5-14,PEREMPUAN,1,ORANG,2020
437,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15-19,LAKI-LAKI,1,ORANG,2020
438,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,15-19,PEREMPUAN,0,ORANG,2020
439,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-24,LAKI-LAKI,14,ORANG,2020
440,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,20-24,PEREMPUAN,2,ORANG,2020
441,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,25-49,LAKI-LAKI,42,ORANG,2020
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,25-49,PEREMPUAN,13,ORANG,2020
443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,≥50,LAKI-LAKI,11,ORANG,2020
444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,≥50,PEREMPUAN,3,ORANG,2020
445,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0-4,LAKI-LAKI,0,ORANG,2020
446,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0-4,PEREMPUAN,0,ORANG,2020
447,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,5-14,LAKI-LAKI,0,ORANG,2020
448,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,5-14,PEREMPUAN,0,ORANG,2020
449,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,15-19,LAKI-LAKI,0,ORANG,2020
450,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,15-19,PEREMPUAN,0,ORANG,2020
451,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-24,LAKI-LAKI,0,ORANG,2020
452,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,20-24,PEREMPUAN,0,ORANG,2020
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25-49,LAKI-LAKI,0,ORANG,2020
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,25-49,PEREMPUAN,0,ORANG,2020
455,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,≥50,LAKI-LAKI,0,ORANG,2020
456,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,≥50,PEREMPUAN,0,ORANG,2020
457,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0-4,LAKI-LAKI,5,ORANG,2020
458,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0-4,PEREMPUAN,1,ORANG,2020
459,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,5-14,LAKI-LAKI,4,ORANG,2020
460,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,5-14,PEREMPUAN,6,ORANG,2020
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15-19,LAKI-LAKI,3,ORANG,2020
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,15-19,PEREMPUAN,4,ORANG,2020
463,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-24,LAKI-LAKI,12,ORANG,2020
464,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,20-24,PEREMPUAN,15,ORANG,2020
465,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,25-49,LAKI-LAKI,93,ORANG,2020
466,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,25-49,PEREMPUAN,113,ORANG,2020
467,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,≥50,LAKI-LAKI,9,ORANG,2020
468,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,≥50,PEREMPUAN,10,ORANG,2020
469,32,JAWA BARAT,3213,KABUPATEN SUBANG,0-4,LAKI-LAKI,1,ORANG,2020
470,32,JAWA BARAT,3213,KABUPATEN SUBANG,0-4,PEREMPUAN,0,ORANG,2020
471,32,JAWA BARAT,3213,KABUPATEN SUBANG,5-14,LAKI-LAKI,0,ORANG,2020
472,32,JAWA BARAT,3213,KABUPATEN SUBANG,5-14,PEREMPUAN,1,ORANG,2020
473,32,JAWA BARAT,3213,KABUPATEN SUBANG,15-19,LAKI-LAKI,4,ORANG,2020
474,32,JAWA BARAT,3213,KABUPATEN SUBANG,15-19,PEREMPUAN,0,ORANG,2020
475,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-24,LAKI-LAKI,49,ORANG,2020
476,32,JAWA BARAT,3213,KABUPATEN SUBANG,20-24,PEREMPUAN,15,ORANG,2020
477,32,JAWA BARAT,3213,KABUPATEN SUBANG,25-49,LAKI-LAKI,94,ORANG,2020
478,32,JAWA BARAT,3213,KABUPATEN SUBANG,25-49,PEREMPUAN,75,ORANG,2020
479,32,JAWA BARAT,3213,KABUPATEN SUBANG,≥50,LAKI-LAKI,6,ORANG,2020
480,32,JAWA BARAT,3213,KABUPATEN SUBANG,≥50,PEREMPUAN,2,ORANG,2020
481,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0-4,LAKI-LAKI,1,ORANG,2020
482,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0-4,PEREMPUAN,2,ORANG,2020
483,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5-14,LAKI-LAKI,0,ORANG,2020
484,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,5-14,PEREMPUAN,0,ORANG,2020
485,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15-19,LAKI-LAKI,10,ORANG,2020
486,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15-19,PEREMPUAN,0,ORANG,2020
487,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-24,LAKI-LAKI,33,ORANG,2020
488,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,20-24,PEREMPUAN,2,ORANG,2020
489,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,25-49,LAKI-LAKI,123,ORANG,2020
490,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,25-49,PEREMPUAN,49,ORANG,2020
491,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,≥50,LAKI-LAKI,9,ORANG,2020
492,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,≥50,PEREMPUAN,5,ORANG,2020
493,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0-4,LAKI-LAKI,6,ORANG,2020
494,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0-4,PEREMPUAN,1,ORANG,2020
495,32,JAWA BARAT,3215,KABUPATEN KARAWANG,5-14,LAKI-LAKI,1,ORANG,2020
496,32,JAWA BARAT,3215,KABUPATEN KARAWANG,5-14,PEREMPUAN,0,ORANG,2020
497,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15-19,LAKI-LAKI,7,ORANG,2020
498,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15-19,PEREMPUAN,2,ORANG,2020
499,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-24,LAKI-LAKI,42,ORANG,2020
500,32,JAWA BARAT,3215,KABUPATEN KARAWANG,20-24,PEREMPUAN,8,ORANG,2020
501,32,JAWA BARAT,3215,KABUPATEN KARAWANG,25-49,LAKI-LAKI,127,ORANG,2020
502,32,JAWA BARAT,3215,KABUPATEN KARAWANG,25-49,PEREMPUAN,94,ORANG,2020
503,32,JAWA BARAT,3215,KABUPATEN KARAWANG,≥50,LAKI-LAKI,20,ORANG,2020
504,32,JAWA BARAT,3215,KABUPATEN KARAWANG,≥50,PEREMPUAN,7,ORANG,2020
505,32,JAWA BARAT,3216,KABUPATEN BEKASI,0-4,LAKI-LAKI,0,ORANG,2020
506,32,JAWA BARAT,3216,KABUPATEN BEKASI,0-4,PEREMPUAN,0,ORANG,2020
507,32,JAWA BARAT,3216,KABUPATEN BEKASI,5-14,LAKI-LAKI,0,ORANG,2020
508,32,JAWA BARAT,3216,KABUPATEN BEKASI,5-14,PEREMPUAN,0,ORANG,2020
509,32,JAWA BARAT,3216,KABUPATEN BEKASI,15-19,LAKI-LAKI,1,ORANG,2020
